event_id,order_id,event,status
175,44,เรียกคิว,พร้อมรับ
176,44,ส่งมอบสำเร็จ,เสร็จสิ้น
177,45,ส่งเข้า KDS,รอดำเนินการ
178,45,บาริสต้ารับออเดอร์,กำลังทำ
179,45,เรียกคิว,พร้อมรับ
180,45,ส่งมอบสำเร็จ,เสร็จสิ้น
181,46,ส่งเข้า KDS,รอดำเนินการ
182,46,บาริสต้ารับออเดอร์,กำลังทำ
183,46,เรียกคิว,พร้อมรับ
184,46,ส่งมอบสำเร็จ,เสร็จสิ้น
185,47,ส่งเข้า KDS,รอดำเนินการ
186,47,บาริสต้ารับออเดอร์,กำลังทำ
187,47,เรียกคิว,พร้อมรับ
188,47,ส่งมอบสำเร็จ,เสร็จสิ้น
189,48,ส่งเข้า KDS,รอดำเนินการ
190,48,บาริสต้ารับออเดอร์,กำลังทำ
191,48,เรียกคิว,พร้อมรับ
192,48,ส่งมอบสำเร็จ,เสร็จสิ้น
193,49,ส่งเข้า KDS,รอดำเนินการ
194,49,บาริสต้ารับออเดอร์,กำลังทำ
195,49,เรียกคิว,พร้อมรับ
196,49,ส่งมอบสำเร็จ,เสร็จสิ้น
197,50,ส่งเข้า KDS,รอดำเนินการ
198,50,บาริสต้ารับออเดอร์,กำลังทำ
199,50,เรียกคิว,พร้อมรับ
200,50,ส่งมอบสำเร็จ,เสร็จสิ้น
201,51,ส่งเข้า KDS,รอดำเนินการ
202,51,บาริสต้ารับออเดอร์,กำลังทำ
203,51,เรียกคิว,พร้อมรับ
204,51,ส่งมอบสำเร็จ,เสร็จสิ้น
205,52,ส่งเข้า KDS,รอดำเนินการ
206,52,บาริสต้ารับออเดอร์,กำลังทำ
207,52,เรียกคิว,พร้อมรับ
208,52,ส่งมอบสำเร็จ,เสร็จสิ้น
209,53,ส่งเข้า KDS,รอดำเนินการ
210,53,บาริสต้ารับออเดอร์,กำลังทำ
211,53,เรียกคิว,พร้อมรับ
212,53,ส่งมอบสำเร็จ,เสร็จสิ้น
213,54,ส่งเข้า KDS,รอดำเนินการ
214,54,บาริสต้ารับออเดอร์,กำลังทำ
215,54,เรียกคิว,พร้อมรับ
216,54,ส่งมอบสำเร็จ,เสร็จสิ้น
217,55,ส่งเข้า KDS,รอดำเนินการ
218,55,บาริสต้ารับออเดอร์,กำลังทำ
219,55,เรียกคิว,พร้อมรับ
220,55,ส่งมอบสำเร็จ,เสร็จสิ้น
221,56,ส่งเข้า KDS,รอดำเนินการ
222,56,บาริสต้ารับออเดอร์,กำลังทำ
223,56,เรียกคิว,พร้อมรับ
224,56,ส่งมอบสำเร็จ,เสร็จสิ้น
225,57,ส่งเข้า KDS,รอดำเนินการ
226,57,บาริสต้ารับออเดอร์,กำลังทำ
227,57,เรียกคิว,พร้อมรับ
228,57,ส่งมอบสำเร็จ,เสร็จสิ้น
229,58,ส่งเข้า KDS,รอดำเนินการ
230,58,บาริสต้ารับออเดอร์,กำลังทำ
231,58,เรียกคิว,พร้อมรับ
232,58,ส่งมอบสำเร็จ,เสร็จสิ้น
233,59,ส่งเข้า KDS,รอดำเนินการ
234,59,บาริสต้ารับออเดอร์,กำลังทำ
235,59,เรียกคิว,พร้อมรับ
236,59,ส่งมอบสำเร็จ,เสร็จสิ้น
237,60,ส่งเข้า KDS,รอดำเนินการ
238,60,บาริสต้ารับออเดอร์,กำลังทำ
239,60,เรียกคิว,พร้อมรับ
240,60,ส่งมอบสำเร็จ,เสร็จสิ้น
241,61,ส่งเข้า KDS,รอดำเนินการ
242,61,บาริสต้ารับออเดอร์,กำลังทำ
243,61,เรียกคิว,พร้อมรับ
244,61,ส่งมอบสำเร็จ,เสร็จสิ้น
245,62,ส่งเข้า KDS,รอดำเนินการ
246,62,บาริสต้ารับออเดอร์,กำลังทำ
247,62,เรียกคิว,พร้อมรับ
248,62,ส่งมอบสำเร็จ,เสร็จสิ้น
249,63,ส่งเข้า KDS,รอดำเนินการ
250,63,บาริสต้ารับออเดอร์,กำลังทำ
251,63,เรียกคิว,พร้อมรับ
252,63,ส่งมอบสำเร็จ,เสร็จสิ้น
253,64,ส่งเข้า KDS,รอดำเนินการ
254,64,บาริสต้ารับออเดอร์,กำลังทำ
255,64,เรียกคิว,พร้อมรับ
256,64,ส่งมอบสำเร็จ,เสร็จสิ้น
257,65,ส่งเข้า KDS,รอดำเนินการ
258,65,บาริสต้ารับออเดอร์,กำลังทำ
259,65,เรียกคิว,พร้อมรับ
260,65,ส่งมอบสำเร็จ,เสร็จสิ้น
261,66,ส่งเข้า KDS,รอดำเนินการ
262,66,บาริสต้ารับออเดอร์,กำลังทำ
263,66,เรียกคิว,พร้อมรับ
264,66,ส่งมอบสำเร็จ,เสร็จสิ้น
265,67,ส่งเข้า KDS,รอดำเนินการ
266,67,บาริสต้ารับออเดอร์,กำลังทำ
267,67,เรียกคิว,พร้อมรับ
268,67,ส่งมอบสำเร็จ,เสร็จสิ้น
269,68,ส่งเข้า KDS,รอดำเนินการ
270,68,บาริสต้ารับออเดอร์,กำลังทำ
271,68,เรียกคิว,พร้อมรับ
272,68,ส่งมอบสำเร็จ,เสร็จสิ้น
273,69,ส่งเข้า KDS,รอดำเนินการ
274,69,บาริสต้ารับออเดอร์,กำลังทำ
275,69,เรียกคิว,พร้อมรับ
276,69,ส่งมอบสำเร็จ,เสร็จสิ้น
277,70,ส่งเข้า KDS,รอดำเนินการ
278,70,บาริสต้ารับออเดอร์,กำลังทำ
279,70,เรียกคิว,พร้อมรับ
280,70,ส่งมอบสำเร็จ,เสร็จสิ้น
281,71,ส่งเข้า KDS,รอดำเนินการ
282,71,บาริสต้ารับออเดอร์,กำลังทำ
283,71,เรียกคิว,พร้อมรับ
284,71,ส่งมอบสำเร็จ,เสร็จสิ้น
285,72,ส่งเข้า KDS,รอดำเนินการ
286,72,บาริสต้ารับออเดอร์,กำลังทำ
287,72,เรียกคิว,พร้อมรับ
288,72,ส่งมอบสำเร็จ,เสร็จสิ้น
289,73,ส่งเข้า KDS,รอดำเนินการ
290,73,บาริสต้ารับออเดอร์,กำลังทำ
291,73,เรียกคิว,พร้อมรับ
292,73,ส่งมอบสำเร็จ,เสร็จสิ้น
293,74,ส่งเข้า KDS,รอดำเนินการ
294,74,บาริสต้ารับออเดอร์,กำลังทำ
295,74,เรียกคิว,พร้อมรับ
296,74,ส่งมอบสำเร็จ,เสร็จสิ้น
297,75,ส่งเข้า KDS,รอดำเนินการ
298,75,บาริสต้ารับออเดอร์,กำลังทำ
299,75,เรียกคิว,พร้อมรับ
300,75,ส่งมอบสำเร็จ,เสร็จสิ้น
301,76,ส่งเข้า KDS,รอดำเนินการ
302,76,บาริสต้ารับออเดอร์,กำลังทำ
303,76,เรียกคิว,พร้อมรับ
304,76,ส่งมอบสำเร็จ,เสร็จสิ้น
305,77,ส่งเข้า KDS,รอดำเนินการ
306,77,บาริสต้ารับออเดอร์,กำลังทำ
307,77,เรียกคิว,พร้อมรับ
308,77,ส่งมอบสำเร็จ,เสร็จสิ้น
309,78,ส่งเข้า KDS,รอดำเนินการ
310,78,บาริสต้ารับออเดอร์,กำลังทำ
311,78,เรียกคิว,พร้อมรับ
312,78,ส่งมอบสำเร็จ,เสร็จสิ้น
313,79,ส่งเข้า KDS,รอดำเนินการ
314,79,บาริสต้ารับออเดอร์,กำลังทำ
315,79,เรียกคิว,พร้อมรับ
316,79,ส่งมอบสำเร็จ,เสร็จสิ้น
317,80,ส่งเข้า KDS,รอดำเนินการ
318,80,บาริสต้ารับออเดอร์,กำลังทำ
319,80,เรียกคิว,พร้อมรับ
320,80,ส่งมอบสำเร็จ,เสร็จสิ้น
321,81,ส่งเข้า KDS,รอดำเนินการ
322,81,บาริสต้ารับออเดอร์,กำลังทำ
323,81,เรียกคิว,พร้อมรับ
324,81,ส่งมอบสำเร็จ,เสร็จสิ้น
325,82,ส่งเข้า KDS,รอดำเนินการ
326,82,บาริสต้ารับออเดอร์,กำลังทำ
327,82,เรียกคิว,พร้อมรับ
328,82,ส่งมอบสำเร็จ,เสร็จสิ้น
329,83,ส่งเข้า KDS,รอดำเนินการ
330,83,บาริสต้ารับออเดอร์,กำลังทำ
331,83,เรียกคิว,พร้อมรับ
332,83,ส่งมอบสำเร็จ,เสร็จสิ้น
333,84,ส่งเข้า KDS,รอดำเนินการ
334,84,บาริสต้ารับออเดอร์,กำลังทำ
335,84,เรียกคิว,พร้อมรับ
336,84,ส่งมอบสำเร็จ,เสร็จสิ้น
337,85,ส่งเข้า KDS,รอดำเนินการ
338,85,บาริสต้ารับออเดอร์,กำลังทำ
339,85,เรียกคิว,พร้อมรับ
340,85,ส่งมอบสำเร็จ,เสร็จสิ้น
341,86,ส่งเข้า KDS,รอดำเนินการ
342,86,บาริสต้ารับออเดอร์,กำลังทำ
343,86,เรียกคิว,พร้อมรับ
344,86,ส่งมอบสำเร็จ,เสร็จสิ้น
345,87,ส่งเข้า KDS,รอดำเนินการ
346,87,บาริสต้ารับออเดอร์,กำลังทำ
347,87,เรียกคิว,พร้อมรับ
348,87,ส่งมอบสำเร็จ,เสร็จสิ้น
349,88,ส่งเข้า KDS,รอดำเนินการ
350,88,บาริสต้ารับออเดอร์,กำลังทำ
351,88,เรียกคิว,พร้อมรับ
352,88,ส่งมอบสำเร็จ,เสร็จสิ้น
353,89,ส่งเข้า KDS,รอดำเนินการ
354,89,บาริสต้ารับออเดอร์,กำลังทำ
355,89,เรียกคิว,พร้อมรับ
356,89,ส่งมอบสำเร็จ,เสร็จสิ้น
357,90,ส่งเข้า KDS,รอดำเนินการ
358,90,บาริสต้ารับออเดอร์,กำลังทำ
359,90,เรียกคิว,พร้อมรับ
360,90,ส่งมอบสำเร็จ,เสร็จสิ้น
361,91,ส่งเข้า KDS,รอดำเนินการ
362,91,บาริสต้ารับออเดอร์,กำลังทำ
363,91,เรียกคิว,พร้อมรับ
364,91,ส่งมอบสำเร็จ,เสร็จสิ้น
365,92,ส่งเข้า KDS,รอดำเนินการ
366,92,บาริสต้ารับออเดอร์,กำลังทำ
367,92,เรียกคิว,พร้อมรับ
368,92,ส่งมอบสำเร็จ,เสร็จสิ้น
369,93,ส่งเข้า KDS,รอดำเนินการ
370,93,บาริสต้ารับออเดอร์,กำลังทำ
371,93,เรียกคิว,พร้อมรับ
372,93,ส่งมอบสำเร็จ,เสร็จสิ้น
373,94,ส่งเข้า KDS,รอดำเนินการ
374,94,บาริสต้ารับออเดอร์,กำลังทำ
375,94,เรียกคิว,พร้อมรับ
376,94,ส่งมอบสำเร็จ,เสร็จสิ้น
377,95,ส่งเข้า KDS,รอดำเนินการ
378,95,บาริสต้ารับออเดอร์,กำลังทำ
379,95,เรียกคิว,พร้อมรับ
380,95,ส่งมอบสำเร็จ,เสร็จสิ้น
381,96,ส่งเข้า KDS,รอดำเนินการ
382,96,บาริสต้ารับออเดอร์,กำลังทำ
383,96,เรียกคิว,พร้อมรับ
384,96,ส่งมอบสำเร็จ,เสร็จสิ้น
385,97,ส่งเข้า KDS,รอดำเนินการ
386,97,บาริสต้ารับออเดอร์,กำลังทำ
387,97,เรียกคิว,พร้อมรับ
388,97,ส่งมอบสำเร็จ,เสร็จสิ้น
389,98,ส่งเข้า KDS,รอดำเนินการ
390,98,บาริสต้ารับออเดอร์,กำลังทำ
391,98,เรียกคิว,พร้อมรับ
392,98,ส่งมอบสำเร็จ,เสร็จสิ้น
393,99,ส่งเข้า KDS,รอดำเนินการ
394,99,บาริสต้ารับออเดอร์,กำลังทำ
395,99,เรียกคิว,พร้อมรับ
396,99,ส่งมอบสำเร็จ,เสร็จสิ้น
397,100,ส่งเข้า KDS,รอดำเนินการ
398,100,บาริสต้ารับออเดอร์,กำลังทำ
399,100,เรียกคิว,พร้อมรับ
400,100,ส่งมอบสำเร็จ,เสร็จสิ้น
401,101,ส่งเข้า KDS,รอดำเนินการ
402,101,บาริสต้ารับออเดอร์,กำลังทำ
403,101,เรียกคิว,พร้อมรับ
404,101,ส่งมอบสำเร็จ,เสร็จสิ้น
405,102,ส่งเข้า KDS,รอดำเนินการ
406,102,บาริสต้ารับออเดอร์,กำลังทำ
407,102,เรียกคิว,พร้อมรับ
408,102,ส่งมอบสำเร็จ,เสร็จสิ้น
409,103,ส่งเข้า KDS,รอดำเนินการ
410,103,บาริสต้ารับออเดอร์,กำลังทำ
411,103,เรียกคิว,พร้อมรับ
412,103,ส่งมอบสำเร็จ,เสร็จสิ้น
413,104,ส่งเข้า KDS,รอดำเนินการ
414,104,บาริสต้ารับออเดอร์,กำลังทำ
415,104,เรียกคิว,พร้อมรับ
416,104,ส่งมอบสำเร็จ,เสร็จสิ้น
417,105,ส่งเข้า KDS,รอดำเนินการ
418,105,บาริสต้ารับออเดอร์,กำลังทำ
419,105,เรียกคิว,พร้อมรับ
420,105,ส่งมอบสำเร็จ,เสร็จสิ้น
421,106,ส่งเข้า KDS,รอดำเนินการ
422,106,บาริสต้ารับออเดอร์,กำลังทำ
423,106,เรียกคิว,พร้อมรับ
424,106,ส่งมอบสำเร็จ,เสร็จสิ้น
425,107,ส่งเข้า KDS,รอดำเนินการ
426,107,บาริสต้ารับออเดอร์,กำลังทำ
427,107,เรียกคิว,พร้อมรับ
428,107,ส่งมอบสำเร็จ,เสร็จสิ้น
429,108,ส่งเข้า KDS,รอดำเนินการ
430,108,บาริสต้ารับออเดอร์,กำลังทำ
431,108,เรียกคิว,พร้อมรับ
432,108,ส่งมอบสำเร็จ,เสร็จสิ้น
433,109,ส่งเข้า KDS,รอดำเนินการ
434,109,บาริสต้ารับออเดอร์,กำลังทำ
435,109,เรียกคิว,พร้อมรับ
436,109,ส่งมอบสำเร็จ,เสร็จสิ้น
437,110,ส่งเข้า KDS,รอดำเนินการ
438,110,บาริสต้ารับออเดอร์,กำลังทำ
439,110,เรียกคิว,พร้อมรับ
440,110,ส่งมอบสำเร็จ,เสร็จสิ้น
441,111,ส่งเข้า KDS,รอดำเนินการ
442,111,บาริสต้ารับออเดอร์,กำลังทำ
443,111,เรียกคิว,พร้อมรับ
444,111,ส่งมอบสำเร็จ,เสร็จสิ้น
445,112,ส่งเข้า KDS,รอดำเนินการ
446,112,บาริสต้ารับออเดอร์,กำลังทำ
447,112,เรียกคิว,พร้อมรับ
448,112,ส่งมอบสำเร็จ,เสร็จสิ้น
449,113,ส่งเข้า KDS,รอดำเนินการ
450,113,บาริสต้ารับออเดอร์,กำลังทำ
451,113,เรียกคิว,พร้อมรับ
452,113,ส่งมอบสำเร็จ,เสร็จสิ้น
453,114,ส่งเข้า KDS,รอดำเนินการ
454,114,บาริสต้ารับออเดอร์,กำลังทำ
455,114,เรียกคิว,พร้อมรับ
456,114,ส่งมอบสำเร็จ,เสร็จสิ้น
457,115,ส่งเข้า KDS,รอดำเนินการ
458,115,บาริสต้ารับออเดอร์,กำลังทำ
459,115,เรียกคิว,พร้อมรับ
460,115,ส่งมอบสำเร็จ,เสร็จสิ้น
461,116,ส่งเข้า KDS,รอดำเนินการ
462,116,บาริสต้ารับออเดอร์,กำลังทำ
463,116,เรียกคิว,พร้อมรับ
464,116,ส่งมอบสำเร็จ,เสร็จสิ้น
465,117,ส่งเข้า KDS,รอดำเนินการ
466,117,บาริสต้ารับออเดอร์,กำลังทำ
467,117,เรียกคิว,พร้อมรับ
468,117,ส่งมอบสำเร็จ,เสร็จสิ้น
469,118,ส่งเข้า KDS,รอดำเนินการ
470,118,บาริสต้ารับออเดอร์,กำลังทำ
471,118,เรียกคิว,พร้อมรับ
472,118,ส่งมอบสำเร็จ,เสร็จสิ้น
473,119,ส่งเข้า KDS,รอดำเนินการ
474,119,บาริสต้ารับออเดอร์,กำลังทำ
475,119,เรียกคิว,พร้อมรับ
476,119,ส่งมอบสำเร็จ,เสร็จสิ้น
477,120,ส่งเข้า KDS,รอดำเนินการ
478,120,บาริสต้ารับออเดอร์,กำลังทำ
479,120,เรียกคิว,พร้อมรับ
480,120,ส่งมอบสำเร็จ,เสร็จสิ้น
481,121,ส่งเข้า KDS,รอดำเนินการ
482,121,บาริสต้ารับออเดอร์,กำลังทำ
483,121,เรียกคิว,พร้อมรับ
484,121,ส่งมอบสำเร็จ,เสร็จสิ้น
485,122,ส่งเข้า KDS,รอดำเนินการ
486,122,บาริสต้ารับออเดอร์,กำลังทำ
487,122,เรียกคิว,พร้อมรับ
488,122,ส่งมอบสำเร็จ,เสร็จสิ้น
489,123,ส่งเข้า KDS,รอดำเนินการ
490,123,บาริสต้ารับออเดอร์,กำลังทำ
491,123,เรียกคิว,พร้อมรับ
492,123,ส่งมอบสำเร็จ,เสร็จสิ้น
493,124,ส่งเข้า KDS,รอดำเนินการ
494,124,บาริสต้ารับออเดอร์,กำลังทำ
495,124,เรียกคิว,พร้อมรับ
496,124,ส่งมอบสำเร็จ,เสร็จสิ้น
497,125,ส่งเข้า KDS,รอดำเนินการ
498,125,บาริสต้ารับออเดอร์,กำลังทำ
499,125,เรียกคิว,พร้อมรับ
500,125,ส่งมอบสำเร็จ,เสร็จสิ้น
501,126,ส่งเข้า KDS,รอดำเนินการ
502,126,บาริสต้ารับออเดอร์,กำลังทำ
503,126,เรียกคิว,พร้อมรับ
504,126,ส่งมอบสำเร็จ,เสร็จสิ้น
505,127,ส่งเข้า KDS,รอดำเนินการ
506,127,บาริสต้ารับออเดอร์,กำลังทำ
507,127,เรียกคิว,พร้อมรับ
508,127,ส่งมอบสำเร็จ,เสร็จสิ้น
509,128,ส่งเข้า KDS,รอดำเนินการ
510,128,บาริสต้ารับออเดอร์,กำลังทำ
511,128,เรียกคิว,พร้อมรับ
512,128,ส่งมอบสำเร็จ,เสร็จสิ้น
513,129,ส่งเข้า KDS,รอดำเนินการ
514,129,บาริสต้ารับออเดอร์,กำลังทำ
515,129,เรียกคิว,พร้อมรับ
516,129,ส่งมอบสำเร็จ,เสร็จสิ้น
517,130,ส่งเข้า KDS,รอดำเนินการ
518,130,บาริสต้ารับออเดอร์,กำลังทำ
519,130,เรียกคิว,พร้อมรับ
520,130,ส่งมอบสำเร็จ,เสร็จสิ้น
521,131,ส่งเข้า KDS,รอดำเนินการ
522,131,บาริสต้ารับออเดอร์,กำลังทำ
523,131,เรียกคิว,พร้อมรับ
524,131,ส่งมอบสำเร็จ,เสร็จสิ้น
525,132,ส่งเข้า KDS,รอดำเนินการ
526,132,บาริสต้ารับออเดอร์,กำลังทำ
527,132,เรียกคิว,พร้อมรับ
528,132,ส่งมอบสำเร็จ,เสร็จสิ้น
529,133,ส่งเข้า KDS,รอดำเนินการ
530,133,บาริสต้ารับออเดอร์,กำลังทำ
531,133,เรียกคิว,พร้อมรับ
532,133,ส่งมอบสำเร็จ,เสร็จสิ้น
